"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 01, 2019","1.0035","1.0088","1.0110","1.0016","155.70K","-0.18%"
"Apr 02, 2019","0.9955","1.0035","1.0170","0.9522","182.42K","-0.80%"
"Apr 03, 2019","0.9849","0.9965","1.0178","0.9813","126.77K","-1.06%"
"Apr 04, 2019","0.9834","0.9849","1.0550","0.9767","120.70K","-0.15%"
"Apr 05, 2019","0.9845","0.9833","1.0118","0.9778","167.88K","0.11%"
"Apr 06, 2019","0.9737","0.9845","0.9900","0.9704","117.14K","-1.10%"
"Apr 07, 2019","0.9763","0.9753","1.0175","0.9705","117.36K","0.27%"
"Apr 08, 2019","0.9914","0.9763","1.0195","0.9750","182.82K","1.55%"
"Apr 09, 2019","0.9869","0.9914","1.0091","0.9841","97.93K","-0.45%"
"Apr 10, 2019","1.0185","0.9895","1.0289","0.9839","162.37K","3.20%"
"Apr 11, 2019","0.9904","1.0185","1.0212","0.9804","118.49K","-2.76%"
"Apr 12, 2019","1.0034","0.9887","1.0086","0.9757","109.53K","1.32%"
"Apr 13, 2019","0.9986","1.0034","1.0077","0.9913","93.64K","-0.48%"
"Apr 14, 2019","0.9969","0.9986","1.0080","0.9926","100.05K","-0.17%"
"Apr 15, 2019","0.9911","0.9969","1.0302","0.9836","159.25K","-0.58%"
"Apr 16, 2019","1.0092","0.9911","1.0166","0.9883","118.94K","1.82%"
"Apr 17, 2019","0.9921","1.0092","1.0263","0.9833","260.19K","-1.69%"
"Apr 18, 2019","1.0190","0.9921","1.0353","0.9898","88.90K","2.71%"
"Apr 19, 2019","0.9786","1.0208","1.0281","0.9596","167.98K","-3.97%"
"Apr 20, 2019","0.9905","0.9786","0.9984","0.9737","99.66K","1.22%"
"Apr 21, 2019","0.9584","0.9905","1.0014","0.9503","88.62K","-3.25%"
"Apr 22, 2019","0.9726","0.9584","0.9774","0.9492","160.89K","1.48%"
"Apr 23, 2019","0.9427","0.9726","0.9849","0.9369","90.03K","-3.07%"
"Apr 24, 2019","0.9850","0.9427","0.9860","0.9366","133.29K","4.49%"
"Apr 25, 2019","1.0112","0.9850","1.0229","0.9545","496.62K","2.66%"
"Apr 26, 2019","1.0445","1.0110","1.0450","1.0110","1.78M","3.29%"
"Apr 27, 2019","1.0021","1.0445","1.0449","1.0001","154.42K","-4.06%"
"Apr 28, 2019","1.0047","1.0021","1.0137","0.9989","158.43K","0.26%"
"Apr 29, 2019","1.0035","1.0047","1.0131","0.9980","159.61K","-0.13%"
"Apr 30, 2019","1.0107","1.0035","1.0153","1.0032","114.66K","0.72%"
"May 01, 2019","1.0174","1.0107","1.0249","1.0030","152.15K","0.67%"
"May 02, 2019","1.0220","1.0174","1.0234","1.0084","142.50K","0.45%"
"May 03, 2019","1.0212","1.0233","1.0335","1.0067","390.49K","-0.08%"
"May 04, 2019","1.0078","1.0212","1.0251","1.0066","237.63K","-1.32%"
"May 05, 2019","1.0051","1.0078","1.0217","1.0001","118.89K","-0.27%"
"May 06, 2019","1.0170","1.0051","1.0248","0.9946","269.56K","1.18%"
"May 07, 2019","1.0221","1.0170","1.0260","1.0144","228.41K","0.51%"
"May 08, 2019","1.0189","1.0216","1.0269","1.0126","196.89K","-0.32%"
"May 09, 2019","1.0066","1.0200","1.0223","1.0050","959.69K","-1.20%"
"May 10, 2019","1.0064","1.0066","1.0201","1.0026","2.32M","-0.02%"
"May 11, 2019","0.9983","1.0064","1.0082","0.9898","4.40M","-0.81%"
"May 12, 2019","1.0019","0.9983","1.0039","0.9896","3.65M","0.36%"
"May 13, 2019","0.9956","1.0019","1.0094","0.9905","2.52M","-0.63%"
"May 14, 2019","1.0016","0.9956","1.0074","0.9930","1.72M","0.61%"
"May 15, 2019","0.9978","1.0016","1.0038","0.9934","1.91M","-0.38%"
"May 16, 2019","0.9991","0.9975","1.0107","0.9961","1.83M","0.13%"
"May 17, 2019","1.0000","0.9991","1.0363","0.9944","2.06M","0.09%"
"May 18, 2019","0.9958","1.0000","1.0000","0.9940","697.39K","-0.42%"
"May 19, 2019","0.9971","0.9958","1.0003","0.9913","1.17M","0.13%"
"May 20, 2019","0.9953","0.9971","1.0014","0.9939","900.83K","-0.18%"
"May 21, 2019","0.9965","0.9952","1.0007","0.9934","872.55K","0.11%"
"May 22, 2019","1.0017","0.9960","1.0055","0.9952","953.03K","0.53%"
"May 23, 2019","0.9954","1.0017","1.0024","0.9911","410.71K","-0.63%"
"May 24, 2019","1.0134","0.9966","1.0140","0.9948","239.10K","1.81%"
"May 25, 2019","1.0204","1.0133","1.0216","1.0092","166.50K","0.69%"
"May 26, 2019","0.9952","1.0204","1.0217","0.9881","842.65K","-2.47%"
"May 27, 2019","0.9956","0.9950","0.9988","0.9828","835.75K","0.04%"
"May 28, 2019","1.0004","0.9956","1.0039","0.9947","283.44K","0.48%"
"May 29, 2019","0.9895","1.0000","1.0032","0.9867","252.94K","-1.09%"
"May 30, 2019","0.9920","0.9881","1.0035","0.9847","820.45K","0.25%"
"May 31, 2019","0.9978","0.9920","1.0024","0.9920","784.95K","0.59%"
"Jun 01, 2019","1.0000","0.9982","1.0036","0.9960","639.88K","0.23%"
"Jun 02, 2019","0.9989","1.0000","1.0043","0.9977","206.18K","-0.12%"
"Jun 03, 2019","0.9992","0.9987","1.0039","0.9939","540.97K","0.03%"
"Jun 04, 2019","0.9998","0.9996","1.0083","0.9956","750.10K","0.06%"
"Jun 05, 2019","0.9902","0.9998","1.0007","0.9889","335.50K","-0.96%"
"Jun 06, 2019","0.9968","0.9902","0.9999","0.9784","227.41K","0.67%"
"Jun 07, 2019","0.9963","0.9950","0.9993","0.9920","329.36K","-0.05%"
"Jun 08, 2019","0.9907","0.9963","0.9988","0.9878","192.82K","-0.57%"
"Jun 09, 2019","0.9858","0.9907","0.9974","0.9630","208.80K","-0.50%"
"Jun 10, 2019","0.9950","0.9858","0.9970","0.9815","351.74K","0.94%"
"Jun 11, 2019","0.9808","0.9942","1.0022","0.9746","218.43K","-1.43%"
"Jun 12, 2019","0.9937","0.9844","0.9962","0.9706","809.02K","1.32%"
"Jun 13, 2019","0.9971","0.9937","1.0009","0.9926","426.31K","0.34%"
"Jun 14, 2019","1.0082","0.9971","1.0101","0.9892","224.94K","1.12%"
"Jun 15, 2019","1.0002","1.0082","1.0088","0.9937","405.98K","-0.80%"
"Jun 16, 2019","1.0015","1.0002","1.0048","0.9977","791.54K","0.13%"
"Jun 17, 2019","0.9872","1.0015","1.0337","0.9774","103.02K","-1.42%"
"Jun 18, 2019","1.0069","0.9872","1.0226","0.9775","140.09K","1.99%"
"Jun 19, 2019","1.0064","1.0069","1.0227","0.9995","146.38K","-0.05%"
"Jun 20, 2019","1.0075","1.0064","1.0162","1.0040","169.67K","0.10%"
"Jun 21, 2019","0.9948","1.0070","1.0106","0.9648","275.69K","-1.25%"
"Jun 22, 2019","1.0040","0.9948","1.0064","0.9901","446.11K","0.92%"
"Jun 23, 2019","1.0035","1.0040","1.0060","0.9887","191.99K","-0.05%"
"Jun 24, 2019","1.0125","1.0035","1.0185","0.9935","102.68K","0.90%"
"Jun 25, 2019","1.0230","1.0125","1.0364","1.0063","102.84K","1.04%"
"Jun 26, 2019","1.0060","1.0230","1.0421","0.9855","393.67K","-1.66%"
"Jun 27, 2019","1.0146","1.0060","1.0278","0.9987","743.63K","0.86%"
"Jun 28, 2019","1.0130","1.0146","1.0277","1.0048","185.94K","-0.16%"
"Jun 29, 2019","1.0143","1.0138","1.0202","0.9938","216.25K","0.13%"
"Jun 30, 2019","0.9848","1.0146","1.0178","0.9828","122.51K","-2.91%"
"Jul 01, 2019","1.0127","0.9848","1.0165","0.9829","193.71K","2.83%"
"Jul 02, 2019","1.0013","1.0127","1.0317","0.9939","150.51K","-1.12%"
"Jul 03, 2019","1.0022","1.0013","1.0150","0.9913","149.74K","0.09%"
"Jul 04, 2019","0.9913","1.0022","1.0099","0.9906","176.15K","-1.08%"
"Jul 05, 2019","0.9950","0.9913","1.0001","0.9895","165.60K","0.37%"
"Jul 06, 2019","0.9926","0.9950","0.9986","0.9864","83.44K","-0.24%"
"Jul 07, 2019","0.9952","0.9926","1.0000","0.9867","108.52K","0.26%"
"Jul 08, 2019","1.0006","0.9952","1.0063","0.9893","82.63K","0.54%"
"Jul 09, 2019","0.9977","1.0006","1.0049","0.9935","470.07K","-0.29%"
"Jul 10, 2019","1.0014","0.9977","1.0062","0.9930","256.04K","0.37%"
"Jul 11, 2019","1.0012","1.0014","1.0033","0.9946","1.29M","-0.02%"
"Jul 12, 2019","1.0070","1.0012","1.0131","0.9972","184.50K","0.58%"
"Jul 13, 2019","1.0012","1.0070","1.0079","0.9944","561.77K","-0.58%"
"Jul 14, 2019","0.9999","1.0012","1.0065","0.9973","798.33K","-0.13%"
"Jul 15, 2019","1.0054","0.9999","1.0152","0.9959","220.94K","0.55%"
"Jul 16, 2019","0.9966","1.0054","1.0095","0.9948","366.48K","-0.88%"
"Jul 17, 2019","0.9957","0.9966","1.0042","0.9905","158.86K","-0.09%"
"Jul 18, 2019","0.9988","0.9957","1.0037","0.9871","692.48K","0.31%"
"Jul 19, 2019","1.0007","0.9988","1.0068","0.9973","432.45K","0.19%"
"Jul 20, 2019","1.0006","1.0007","1.0077","0.9981","499.82K","-0.01%"
"Jul 21, 2019","0.9985","1.0006","1.0057","0.9966","607.97K","-0.21%"
"Jul 22, 2019","1.0008","0.9985","1.0040","0.9970","661.51K","0.23%"
"Jul 23, 2019","1.0021","1.0008","1.0110","0.9989","299.33K","0.13%"
"Jul 24, 2019","0.9960","1.0021","1.0057","0.9951","182.30K","-0.60%"
"Jul 25, 2019","0.9983","0.9960","1.0113","0.9933","130.20K","0.23%"
"Jul 26, 2019","0.9986","0.9983","1.0033","0.9932","211.70K","0.02%"
"Jul 27, 2019","0.9993","0.9986","1.0033","0.9946","406.06K","0.08%"
"Jul 28, 2019","0.9983","0.9993","1.0047","0.9955","305.43K","-0.10%"
"Jul 29, 2019","0.9983","0.9983","1.0091","0.9967","271.70K","0.00%"
"Jul 30, 2019","0.9939","0.9988","1.0005","0.9850","524.07K","-0.44%"
"Jul 31, 2019","0.9985","0.9925","1.0006","0.9916","452.52K","0.46%"
"Aug 01, 2019","0.9964","0.9985","1.0079","0.9766","112.02K","-0.22%"
"Aug 02, 2019","1.0026","0.9964","1.0171","0.9924","255.28K","0.62%"
"Aug 03, 2019","1.0011","1.0026","1.0079","0.9969","195.60K","-0.15%"
"Aug 04, 2019","0.9847","1.0011","1.0024","0.9793","140.21K","-1.64%"
"Aug 05, 2019","0.9958","0.9847","0.9976","0.9724","276.74K","1.13%"
"Aug 06, 2019","1.0015","0.9958","1.0029","0.9896","22.48M","0.57%"
"Aug 07, 2019","1.0005","1.0016","1.0061","0.9999","19.74M","-0.10%"
"Aug 08, 2019","1.0012","1.0005","1.0067","1.0001","16.85M","0.06%"
"Aug 09, 2019","1.0017","1.0012","1.0036","1.0000","13.09M","0.05%"
"Aug 10, 2019","1.0028","1.0017","1.0087","0.9956","18.44M","0.12%"
"Aug 11, 2019","1.0011","1.0028","1.0035","0.9751","10.44M","-0.18%"
"Aug 12, 2019","1.0014","1.0012","1.0037","0.9939","15.07M","0.04%"
"Aug 13, 2019","1.0033","1.0014","1.0062","0.9994","12.69M","0.19%"
"Aug 14, 2019","1.0032","1.0032","1.0065","1.0006","16.01M","-0.01%"
"Aug 15, 2019","1.0009","1.0032","1.0055","0.9873","21.52M","-0.23%"
"Aug 16, 2019","0.9994","1.0011","1.0066","0.9643","22.87M","-0.16%"
"Aug 17, 2019","1.0002","0.9994","1.0020","0.9983","15.47M","0.09%"
"Aug 18, 2019","0.9991","1.0002","1.0018","0.9852","13.71M","-0.11%"
"Aug 19, 2019","0.9992","0.9991","1.0123","0.9625","17.59M","0.01%"
"Aug 20, 2019","0.9996","0.9992","1.0027","0.9970","16.45M","0.04%"
"Aug 21, 2019","1.0013","0.9996","1.0039","0.9993","16.43M","0.16%"
"Aug 22, 2019","0.9991","1.0013","1.0021","0.9980","17.94M","-0.22%"
"Aug 23, 2019","0.9987","0.9991","1.0005","0.9966","25.40M","-0.04%"
"Aug 24, 2019","0.9990","0.9987","1.0008","0.9953","18.66M","0.03%"
"Aug 25, 2019","1.0000","0.9990","1.0032","0.9847","22.65M","0.10%"
"Aug 26, 2019","1.0017","1.0001","1.0055","0.9971","30.57M","0.17%"
"Aug 27, 2019","1.0015","1.0017","1.0149","0.9996","19.46M","-0.02%"
"Aug 28, 2019","1.0006","1.0015","1.0081","0.9747","32.60M","-0.10%"
"Aug 29, 2019","1.0001","1.0005","1.0102","0.9688","21.21M","-0.04%"
"Aug 30, 2019","0.9993","1.0002","1.0028","0.8814","19.32M","-0.08%"
"Aug 31, 2019","0.9995","0.9993","1.0004","0.9990","17.71M","0.02%"
"Sep 01, 2019","0.9976","0.9995","0.9999","0.9976","17.44M","-0.19%"
"Sep 02, 2019","0.9977","0.9976","1.0003","0.9915","31.49M","0.01%"
"Sep 03, 2019","0.9985","0.9977","1.0000","0.9974","24.84M","0.08%"
"Sep 04, 2019","0.9991","0.9985","1.0034","0.9973","19.84M","0.05%"
"Sep 05, 2019","0.9992","0.9991","1.0003","0.9925","13.09M","0.01%"
"Sep 06, 2019","0.9989","0.9992","1.0042","0.9793","23.13M","-0.03%"
"Sep 07, 2019","0.9977","0.9990","1.0075","0.9914","11.19M","-0.12%"
"Sep 08, 2019","0.9990","0.9976","1.0119","0.9789","9.07M","0.13%"
"Sep 09, 2019","0.9993","0.9990","1.0090","0.9746","17.80M","0.03%"
"Sep 10, 2019","1.0005","0.9993","1.0048","0.9854","18.47M","0.12%"
"Sep 11, 2019","1.0000","1.0005","1.0089","0.9901","13.66M","-0.05%"
"Sep 12, 2019","0.9987","1.0000","1.0054","0.9837","14.21M","-0.14%"
"Sep 13, 2019","0.9983","0.9987","1.0012","0.9937","15.36M","-0.04%"
"Sep 14, 2019","0.9976","0.9981","1.0008","0.9874","12.28M","-0.07%"
"Sep 15, 2019","0.9990","0.9976","1.0001","0.9912","10.08M","0.14%"
"Sep 16, 2019","0.9985","0.9990","1.0039","0.9950","19.12M","-0.05%"
"Sep 17, 2019","0.9997","0.9985","1.0014","0.9977","30.92M","0.12%"
"Sep 18, 2019","0.9999","0.9997","1.0010","0.9983","22.96M","0.02%"
"Sep 19, 2019","0.9979","0.9999","1.0047","0.9954","28.69M","-0.21%"
"Sep 20, 2019","1.0004","0.9978","1.0017","0.9976","20.90M","0.26%"
"Sep 21, 2019","1.0008","1.0004","1.0013","0.9992","11.44M","0.03%"
"Sep 22, 2019","1.0001","1.0008","1.0017","0.9997","14.60M","-0.07%"
"Sep 23, 2019","1.0007","1.0001","1.0026","0.9997","20.36M","0.06%"
"Sep 24, 2019","0.9965","1.0007","1.0075","0.9900","36.44M","-0.42%"
"Sep 25, 2019","0.9996","0.9965","1.0002","0.9962","18.98M","0.32%"
"Sep 26, 2019","0.9998","0.9996","1.0019","0.9992","18.02M","0.02%"
"Sep 27, 2019","0.9981","0.9998","1.0013","0.9975","12.56M","-0.16%"
"Sep 28, 2019","0.9981","0.9981","0.9995","0.9974","16.51M","0.00%"
"Sep 29, 2019","0.9985","0.9981","0.9998","0.9979","11.59M","0.04%"
"Sep 30, 2019","0.9978","0.9985","1.0006","0.9975","14.93M","-0.07%"
"Oct 01, 2019","0.9975","0.9978","0.9992","0.9966","13.13M","-0.03%"
"Oct 02, 2019","0.9975","0.9975","0.9995","0.9971","23.85M","0.00%"
"Oct 03, 2019","0.9988","0.9975","1.0006","0.9972","29.11M","0.13%"
"Oct 04, 2019","0.9978","0.9988","1.0008","0.9976","18.07M","-0.10%"
"Oct 05, 2019","0.9980","0.9978","0.9994","0.9978","18.84M","0.02%"
"Oct 06, 2019","0.9996","0.9980","0.9998","0.9973","25.44M","0.16%"
"Oct 07, 2019","0.9980","0.9996","1.0000","0.9976","28.02M","-0.16%"
"Oct 08, 2019","0.9989","0.9980","0.9998","0.9975","23.81M","0.09%"
"Oct 09, 2019","0.9976","0.9989","1.0006","0.9974","29.47M","-0.13%"
"Oct 10, 2019","0.9970","0.9976","0.9987","0.9966","29.98M","-0.07%"
"Oct 11, 2019","0.9993","0.9970","1.0005","0.9966","19.51M","0.23%"
"Oct 12, 2019","0.9993","0.9993","0.9999","0.9981","10.04M","0.00%"
"Oct 13, 2019","0.9994","0.9993","0.9997","0.9977","9.37M","0.01%"
"Oct 14, 2019","0.9993","0.9994","0.9998","0.9979","9.65M","-0.01%"
"Oct 15, 2019","1.0004","0.9994","1.0008","0.9986","12.14M","0.10%"
"Oct 16, 2019","0.9995","1.0003","1.0009","0.9992","12.91M","-0.08%"
"Oct 17, 2019","0.9995","0.9995","1.0006","0.9990","12.53M","0.00%"
"Oct 18, 2019","0.9990","0.9995","1.0002","0.9989","12.62M","-0.05%"
"Oct 19, 2019","0.9988","0.9990","0.9999","0.9985","5.70M","-0.02%"
"Oct 20, 2019","0.9984","0.9989","0.9997","0.9981","7.32M","-0.04%"
"Oct 21, 2019","0.9982","0.9984","0.9999","0.9979","18.26M","-0.02%"
"Oct 22, 2019","0.9991","0.9982","0.9996","0.9978","20.71M","0.09%"
"Oct 23, 2019","0.9995","0.9991","1.0009","0.9986","24.41M","0.04%"
"Oct 24, 2019","0.9986","0.9993","0.9998","0.9976","17.34M","-0.09%"
"Oct 25, 2019","0.9983","0.9983","0.9997","0.9914","25.57M","-0.02%"
"Oct 26, 2019","0.9975","0.9984","0.9997","0.9923","30.24M","-0.08%"
"Oct 27, 2019","0.9972","0.9975","0.9984","0.9965","13.15M","-0.03%"
"Oct 28, 2019","0.9982","0.9971","0.9994","0.9964","22.46M","0.10%"
"Oct 29, 2019","0.9979","0.9980","0.9998","0.9974","18.95M","-0.02%"
"Oct 30, 2019","0.9991","0.9979","1.0002","0.9972","24.55M","0.11%"
"Oct 31, 2019","0.9983","0.9991","1.0001","0.9978","18.87M","-0.08%"
"Nov 01, 2019","0.9988","0.9983","1.0001","0.9967","21.38M","0.06%"
"Nov 02, 2019","0.9977","0.9988","0.9992","0.9972","18.13M","-0.11%"
"Nov 03, 2019","0.9991","0.9977","1.0000","0.9970","13.78M","0.14%"
"Nov 04, 2019","0.9978","0.9991","1.0002","0.9942","23.85M","-0.14%"
"Nov 05, 2019","0.9990","0.9978","0.9999","0.9974","12.25M","0.13%"
"Nov 06, 2019","1.0000","0.9990","1.0006","0.9988","10.52M","0.10%"
"Nov 07, 2019","1.0007","1.0000","1.0023","0.9998","11.65M","0.06%"
"Nov 08, 2019","1.0014","1.0008","1.0043","1.0005","12.37M","0.07%"
"Nov 09, 2019","1.0004","1.0014","1.0018","0.9981","7.64M","-0.10%"
"Nov 10, 2019","1.0017","1.0004","1.0029","0.9994","10.30M","0.13%"
"Nov 11, 2019","1.0015","1.0017","1.0051","0.9991","16.59M","-0.02%"
"Nov 12, 2019","1.0007","1.0015","1.0032","1.0003","21.82M","-0.08%"
"Nov 13, 2019","1.0020","1.0007","1.0032","0.9992","23.84M","0.13%"
"Nov 14, 2019","1.0023","1.0020","1.0039","1.0016","15.11M","0.03%"
"Nov 15, 2019","1.0017","1.0023","1.0039","1.0007","11.53M","-0.06%"
"Nov 16, 2019","1.0011","1.0017","1.0018","1.0000","14.77M","-0.07%"
"Nov 17, 2019","1.0004","1.0011","1.0017","1.0002","14.71M","-0.06%"
"Nov 18, 2019","1.0021","1.0004","1.0042","1.0002","20.80M","0.17%"
"Nov 19, 2019","1.0015","1.0021","1.0035","1.0008","18.11M","-0.06%"
"Nov 20, 2019","1.0021","1.0015","1.0044","0.9997","17.12M","0.07%"
"Nov 21, 2019","1.0011","1.0021","1.0073","1.0004","15.72M","-0.11%"
"Nov 22, 2019","0.9989","1.0011","1.0038","0.9981","43.19M","-0.22%"
"Nov 23, 2019","0.9984","0.9989","0.9995","0.9980","31.89M","-0.04%"
"Nov 24, 2019","0.9995","0.9984","1.0001","0.9984","19.53M","0.10%"
"Nov 25, 2019","0.9987","0.9995","1.0003","0.9959","27.31M","-0.07%"
"Nov 26, 2019","0.9992","0.9990","1.0016","0.9986","29.66M","0.05%"
"Nov 27, 2019","0.9991","0.9992","1.0004","0.9984","54.66M","-0.01%"
"Nov 28, 2019","0.9989","0.9991","0.9999","0.9985","41.43M","-0.02%"
"Nov 29, 2019","0.9988","0.9989","1.0000","0.9985","31.86M","0.00%"
"Nov 30, 2019","0.9991","0.9988","1.0000","0.9985","29.31M","0.03%"
"Dec 01, 2019","0.9990","0.9991","1.0005","0.9987","37.77M","-0.01%"
"Dec 02, 2019","0.9993","0.9988","1.0003","0.9988","23.87M","0.02%"
"Dec 03, 2019","0.9991","0.9993","1.0004","0.9984","23.87M","-0.01%"
"Dec 04, 2019","0.9996","0.9991","1.0007","0.9978","25.22M","0.05%"
"Dec 05, 2019","0.9993","0.9996","1.0011","0.9989","13.95M","-0.03%"
"Dec 06, 2019","0.9987","0.9993","1.0003","0.9983","16.55M","-0.06%"
"Dec 07, 2019","0.9986","0.9986","1.0007","0.9982","16.15M","-0.01%"
"Dec 08, 2019","0.9990","0.9986","0.9994","0.9961","13.59M","0.04%"
"Dec 09, 2019","1.0000","0.9990","1.0009","0.9980","22.78M","0.10%"
